Model,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,number_of_photos,Car Condition,Selling Price
MarutiCiaz,125241,2014,First Owner,Diesel,MANUAL,11/02/2021,4,41,511599
MarutiAltoLXI,20058,2019,First Owner,Petrol + CNG,MANUAL,29/10/2022,6,48,472199
MarutiSwift,79467,2014,First Owner,Petrol,MANUAL,24/01/2022,1,43,373499
MarutiWagonR1.0LXI,68974,2012,First Owner,Petrol + CNG,MANUAL,31/01/2022,3,42,255899
BMWX1SDRIVE,35473,2011,Second Owner,Diesel,AUTOMATIC,12/02/2021,11,39,839899
MahindraScorpio,142341,2016,First Owner,Diesel,MANUAL,Expired,1,49,937699
HondaBrio1.2SMTI,83574,2012,Second Owner,Petrol,MANUAL,28/08/2021,6,41,323499
HyundaiVernaFLUIDIC1.6SX,48498,2014,First Owner,Diesel,MANUAL,08/04/2021,6,49,531199
MarutiSwift,111112,2010,First Owner,Diesel,MANUAL,23/12/2021,18,42,353899
MarutiSwiftVXI,49523,2008,Second Owner,Petrol,MANUAL,19/02/2021,12,39,323699
MarutiWagonR1.0LXI,141811,2010,First Owner,Petrol + CNG,MANUAL,11/09/2021,27,46,218399
MarutiBalenoALPHA1.2,48337,2015,First Owner,Petrol,MANUAL,12/11/2021,4,45,503299
ToyotaInnova2.5VX7STRBS,75358,2015,First Owner,Diesel,MANUAL,26/08/2021,15,47,909299
MarutiAlto,38938,2011,First Owner,Petrol,MANUAL,Expired,3,42,247957
MarutiSwiftDzireVDI,59957,2015,First Owner,Diesel,TS07,,5,46,590199
TataNano,9768,2016,First Owner,Petrol,AUTOMATIC,10/10/2021,4,47,124399
FordFigo1.2ZXI,56940,2014,First Owner,Petrol,MANUAL,26/02/2021,22,44,284999
MarutiAltoK10,50239,2014,First Owner,Petrol,MANUAL,23/11/2021,10,43,343399
MarutiAltoK10,10213,2015,First Owner,Petrol,MANUAL,25/07/2021,12,48,272199
MarutiSwiftDzireVDIBS,68930,2012,First Owner,Diesel,MANUAL,Expired,11,43,317999
MarutiSwift,62323,2010,Third Owner,Petrol,MANUAL,14/11/2021,2,42,349299
MarutiAltoK10,29780,2011,Second Owner,Petrol,MANUAL,14/07/2021,5,42,229890
HondaCityVMT,147629,2011,First Owner,Petrol,MANUAL,29/09/2021,4,44,325099
HondaBrio1.2VXATI,42468,2014,First Owner,Petrol,AUTOMATIC,15/09/2021,7,46,404299
MarutiSwiftDzireVXI1.2BS,46314,2014,First Owner,Petrol,MANUAL,21/09/2021,9,45,417899
MarutiSwiftDzireVXI,49885,2009,First Owner,Petrol,MANUAL,26/11/2021,23,41,343699
MarutiErtigaVXI,81940,2013,Second Owner,Petrol,MANUAL,20/02/2021,7,41,417299
VolkswagenVentoHIGHLINE1.2TSI,40897,2015,Second Owner,Petrol,HR26,Zero_Dep,7,45,603799
HyundaiGrandi10SPORTZ(O)1.2AT,6267,2017,First Owner,Petrol,MH01,Zero_Dep,16,4,547099
HyundaiVENUESMT1.2,1475,2020,First Owner,Petrol,DL1C,Zero_Dep,5,49,755931
MarutiSwiftVXI1.3,74458,2007,First Owner,Petrol,MH01,,10,39,119599
HyundaiVENUE1.0LTurboGDISX,913,2020,First Owner,Petrol,KA51,Comp,6,49,1036742
SkodaLauraAMBIENTE2.0TDICR,104331,2012,Second Owner,Diesel,AUTOMATIC,01/02/2022,6,44,564399
Hyundaii20MAGNAO,53140,2010,First Owner,Petrol + CNG,MANUAL,05/01/2022,10,4,218601
MarutiWagonR1.0LXI,134966,2013,First Owner,Petrol + CNG,MANUAL,14/10/2021,7,42,262499
HondaCityVMT,104060,2014,First Owner,Diesel,MANUAL,09/10/2021,9,43,8
HyundaiVernaFLUIDIC1.6SX,51148,2013,First Owner,Petrol,MANUAL,30/03/2021,4,42,428999
Hyundaii10MAGNA1.2,70891,2010,Second Owner,Petrol,MANUAL,10/06/2021,11,44,180699
HyundaiSantroXing,49349,2009,First Owner,Petrol + CNG,MANUAL,27/04/2021,4,42,130999
TataZestXMAQUADRAJET,55186,2015,First Owner,Diesel,AUTOMATIC,12/04/2021,6,46,450699
VolkswagenPoloCOMFORTLINE1.2L,15426,2017,First Owner,Petrol,MANUAL,11/04/2021,12,47,581899
FordEcosport1.5TITANIUMTIVCT,114610,2014,First Owner,Petrol,AUTOMATIC,07/08/2021,22,49,427399
MarutiVitaraBrezza,67454,2016,First Owner,Diesel,MANUAL,01/06/2021,5,46,695799
MarutiSwiftDzireVDIBS,118302,2012,First Owner,Diesel,MANUAL,13/10/2021,22,43,412499
MarutiWagonR1.0VXI,6703,2016,First Owner,Petrol,AUTOMATIC,01/06/2021,16,47,409299
HondaAmaze1.2SMTI,81538,2016,First Owner,Petrol,MANUAL,13/09/2021,6,45,445471
MarutiSwift,40183,2012,First Owner,Petrol,MANUAL,04/03/2021,8,4,368799
HyundaiVernaFLUIDIC1.6SX,96225,2012,First Owner,Diesel,MANUAL,02/01/2021,24,42,399299
Hyundaii20MAGNAO,54054,2012,Second Owner,Petrol,MANUAL,06/09/2021,3,4,307999
VolkswagenPoloGTTSI1.2PETROL,69898,2016,First Owner,Petrol,AUTOMATIC,28/09/2020,16,4,705999
MarutiCelerio,33199,2018,First Owner,Petrol,MANUAL,28/07/2021,4,48,411999
MarutiSwiftLXI,25976,2017,First Owner,Petrol,MANUAL,19/02/2020,7,47,433592
MarutiSwift,89318,2012,First Owner,Diesel,MANUAL,19/06/2021,11,41,307299
HyundaiVernaFLUIDIC1.6SXCRDI,45693,2012,First Owner,Diesel,MANUAL,11/12/2021,8,49,392899
TataTiagoXZ1.2,26793,2017,First Owner,Petrol,MANUAL,05/01/2021,3,44,512399
MarutiSwiftDzireVDIBS,85672,2013,Second Owner,Diesel,MANUAL,Expired,12,41,446599
MarutiAltoK10VXI,21501,2015,First Owner,Petrol,MH12,Comp,3,45,307199
MarutiAStarVXIABS,22465,2011,Second Owner,Petrol,AUTOMATIC,21/02/2021,14,42,306190
MarutiRitzVXIBS,86798,2014,First Owner,Petrol,MANUAL,Expired,12,43,375955
MarutiAlto,58963,2012,First Owner,Petrol,MANUAL,11/02/2021,5,4,231799
MarutiCelerioZXIOPT,20010,2017,First Owner,Petrol,AUTOMATIC,16/08/2021,7,46,472099
ToyotaCorollaAltisD4D,115196,2011,Second Owner,Diesel,MANUAL,17/12/2020,7,4,306099
MarutiWagonR1.0LXI,61646,2014,Second Owner,Petrol + CNG,MANUAL,24/02/2021,8,42,308199
HondaBrio1.2SMTI,16508,2013,Second Owner,Petrol,MANUAL,04/09/2021,15,43,296399
Hyundaii20Active1.2,23390,2016,First Owner,Petrol,MANUAL,21/02/2021,7,45,569899
MarutiSwiftZXI,23296,2018,First Owner,Petrol,AUTOMATIC,21/02/2021,1,47,668099
HyundaiGrandi10SPORTZ(O)1.2AT,17487,2017,First Owner,Petrol,TS07,,2,47,607099
MarutiSwift,43743,2015,Second Owner,Petrol,MANUAL,02/02/2021,12,45,538299
MarutiBalenoDELTA1.2,5153,2019,First Owner,Petrol,MANUAL,03/02/2022,7,48,621199
MarutiVitaraBrezzaVDI,58586,2016,First Owner,Diesel,MANUAL,09/05/2021,4,46,602799
VolkswagenPoloCOMFORTLINE1.2L,61082,2012,First Owner,Petrol,MANUAL,Expired,3,42,193099
HyundaiSantroXing,58531,2008,First Owner,Petrol,MANUAL,04/05/2021,10,39,158099
TataTiagoXZ1.2,21446,2017,First Owner,Petrol,MANUAL,17/05/2021,10,43,505999
MarutiCelerioVXI,16920,2016,First Owner,Petrol,AUTOMATIC,25/12/2020,7,49,446399
HyundaiVernaFLUIDIC1.6SX,48288,2012,First Owner,Diesel,MANUAL,28/08/2021,11,44,439599
Hyundaii10SPORTZ1.2,51056,2010,First Owner,Petrol,MANUAL,14/11/2021,12,41,216699
MarutiWagonR1.0,52333,2010,First Owner,Petrol,MANUAL,12/11/2021,5,43,218999
MarutiSwiftDzireVXI1.2BS,75485,2014,First Owner,Petrol,MANUAL,20/10/2021,4,43,425999
MahindraMARAZZOM28,79993,2019,Second Owner,Diesel,PB11,,8,45,782799
MarutiWagonR,110417,2010,First Owner,Petrol,MANUAL,17/02/2021,6,4,215499
HyundaiVernaFLUIDIC1.6SX,68374,2013,Second Owner,Petrol,MANUAL,25/02/2021,9,42,381199
HondaAmaze1.2SMTI,72229,2013,Second Owner,Petrol,MANUAL,Expired,7,41,291499
MarutiAltoK10VXI,49010,2015,First Owner,Petrol,MH04,,15,44,282099
HyundaiEon,86673,2011,First Owner,Petrol + CNG,MANUAL,05/12/2021,11,4,187899
HondaCitySMT,48181,2010,First Owner,Petrol,MANUAL,30/08/2021,1,43,9
MarutiErtiga,88622,2013,First Owner,Diesel,MANUAL,12/09/2021,11,43,459199
Hyundaii10SPORTZ1.1,72977,2014,First Owner,Petrol,MANUAL,02/04/2021,12,41,278599
MarutiWagonR1.0,19615,2018,First Owner,Petrol,MANUAL,08/09/2021,6,47,432099
HondaCitySMT,100733,2011,First Owner,Petrol,MANUAL,31/08/2021,10,41,276399
MarutiSwift,3587,2016,First Owner,Petrol,MANUAL,Insurance Expired,6,49,678699
RenaultDuster85PSRXL,119275,2013,First Owner,Diesel,MANUAL,10/03/2021,4,42,397299
MarutiAlto,37485,2010,First Owner,Petrol,MANUAL,Expired,4,41,160199
HyundaiElitei20ERA,16277,2018,First Owner,Petrol,MANUAL,16/02/2021,16,49,523499
MahindraBoleroPower+,23085,2018,First Owner,Diesel,MANUAL,19/03/2021,3,47,744799
RenaultKwidRXT1.0EASY-R,8451,2016,First Owner,Petrol,MH12,Comp,9,46,330999
MarutiWagonR1.0,50060,2014,First Owner,Petrol + CNG,MANUAL,26/08/2021,5,45,327899
MahindraXUV500W8,119932,2015,Second Owner,Diesel,MANUAL,31/10/2021,3,41,761699
HondaCitySMT,99588,2011,First Owner,Petrol,MANUAL,25/11/2021,10,42,402199
FordFigoAspire1.5TREND,35737,2018,First Owner,Diesel,MANUAL,07/05/2021,22,48,7
MarutiRitzVXIBS,61011,2013,First Owner,Petrol,MANUAL,03/07/2021,10,38,264899
HyundaiAccentEXECUTIVE,88506,2012,First Owner,Petrol,MANUAL,27/05/2021,16,41,198930
RenaultDuster85PS,51822,2013,First Owner,Diesel,MANUAL,10/02/2021,11,44,481199
ToyotaEtiosLivaD4D,166250,2014,First Owner,Diesel,MANUAL,10/04/2021,18,45,312099
Hyundaii10MAGNA1.2,44563,2010,First Owner,Petrol,MANUAL,24/10/2021,6,39,204999
RenaultKwidRXT1.0EASY-RAT,38747,2018,First Owner,Petrol,AUTOMATIC,Expired,4,45,354599
MarutiWagonR1.0,48243,2015,First Owner,Petrol,MANUAL,20/02/2021,3,46,380599
MarutiBalenoALPHA1.2,61456,2016,First Owner,Petrol,MANUAL,19/08/2021,17,44,519099
MarutiVitaraBrezzaVDI,32529,2017,First Owner,Diesel,MANUAL,02/08/2020,16,48,777899
HyundaiGrandi101.2ASTA(O),58141,2016,First Owner,Petrol + CNG,AUTOMATIC,03/11/2021,3,46,560972
MarutiSwiftDzireVXI1.2BS,3813,2014,First Owner,Petrol,MANUAL,02/11/2021,18,48,567899
MarutiEeco5,55911,2011,First Owner,Petrol,MANUAL,02/09/2021,7,34,248199
Hyundaii10MAGNA1.2,83431,2013,Third Owner,Petrol,MANUAL,04/03/2021,7,41,185887
MarutiAlto800,21862,2014,First Owner,Petrol,MANUAL,19/05/2021,9,45,261199
HondaCitySVMT,42466,2015,First Owner,Petrol,MANUAL,29/03/2021,8,39,489199
HondaCitySMT,95921,2011,First Owner,Petrol,MANUAL,23/08/2021,9,42,276399
Hyundaii10SPORTZ1.2AT,54471,2011,Second Owner,Petrol,AUTOMATIC,17/01/2021,4,4,291899
HyundaiVernaFLUIDIC1.6SX,68355,2012,First Owner,Diesel,MANUAL,23/12/2020,14,44,398299
HondaCityZX1.5,153241,2007,Second Owner,Petrol,MH43,Third_party,3,34,115999
MarutiBalenoDELTA1.2,63655,2017,First Owner,Petrol,MANUAL,27/01/2021,10,46,509199
MarutiWagonR1.0,65033,2017,Second Owner,Petrol,MANUAL,01/07/2021,5,46,336899
MarutiCelerioZXI,33556,2017,First Owner,Petrol,AUTOMATIC,25/09/2021,19,47,442799
HyundaiElitei20ASTA,22061,2016,First Owner,Petrol,MANUAL,18/01/2022,12,45,578399
HyundaiVENUE1.0TURBOGDISX+,10468,2019,First Owner,Petrol,MH14,Third_party,17,49,1081500
MahindraTUV300T8,80820,2017,Second Owner,Diesel,AUTOMATIC,21/03/2021,6,46,685830
HondaBrio1.2VMTI,31719,2012,First Owner,Petrol,MANUAL,02/12/2021,10,43,311099
HyundaiSantroXing,17702,2010,First Owner,Petrol,MANUAL,07/07/2021,9,48,300099
MarutiZenEstilo,40177,2010,Second Owner,Petrol,MANUAL,Expired,1,42,220199
MarutiEeco5STRWITHAC,23704,2014,First Owner,Petrol,MANUAL,28/04/2021,10,45,305899
MarutiRitz,41832,2010,First Owner,Petrol,MANUAL,29/11/2021,9,44,330399
ToyotaEtios,54147,2011,First Owner,Petrol,MANUAL,03/05/2021,5,45,290199
ToyotaEtios,72310,2012,First Owner,Petrol,MANUAL,25/04/2021,8,39,204799
HondaAmaze1.2SMTI,28944,2018,First Owner,Petrol,MANUAL,27/07/2021,2,49,589410
HondaBrio1.2EXMTI,67484,2013,Second Owner,Petrol + CNG,MANUAL,28/05/2021,5,41,269668
MarutiSwiftDzireLDIBS,154599,2014,First Owner,Diesel,MANUAL,26/02/2021,10,44,303599
MarutiSwiftLXI,105021,2008,First Owner,Petrol + CNG,MANUAL,19/10/2021,6,41,134599
MarutiAltoK10VXI(O),7057,2018,First Owner,Petrol,KA50,Zero Depreciation,9,5,441599
MarutiSwiftDzireVXI1.2BS,53422,2012,First Owner,Petrol,MANUAL,01/01/2021,10,45,366099
HyundaiVernaFLUIDIC1.6SX,84640,2011,Third Owner,Petrol + CNG,MANUAL,06/01/2021,22,43,359999
MarutiWagonR1.0,24956,2012,Second Owner,Petrol,MANUAL,27/06/2021,6,44,276299
VolkswagenPoloHIGHLINE1.2L,53868,2016,First Owner,Petrol,MANUAL,Expired,5,44,502599
RenaultKwidRXT1.0EASY-R,32578,2017,First Owner,Petrol,KA51,Comprehensive,5,47,383599
FordEcosport1.5TITANIUMPLUSTIVCT,13287,2017,First Owner,Petrol,MH02,Zero_Dep,4,49,913599
HyundaiElitei20ASTA1.4,87142,2015,First Owner,Diesel,MANUAL,14/04/2021,3,41,511699
HyundaiElitei201.2MAGNAPLUS,11146,2020,First Owner,Petrol,DL12,Zero Depreciation,8,49,679015
MarutiErtiga,23310,2017,First Owner,Petrol,MANUAL,31/12/2021,26,45,699599
HyundaiElitei20SPORTZ,6210,2017,First Owner,Petrol,MANUAL,27/01/2022,5,48,586699
TataTiagoXT1.05,47422,2017,First Owner,Diesel,MANUAL,17/10/2021,14,45,350599
VolkswagenPoloHIGHLINE1.2L,75024,2015,First Owner,Petrol,MANUAL,26/08/2021,49,42,520999
HondaCityZX,89708,2008,First Owner,Petrol,MANUAL,Comp,7,42,194499
RenaultKwid1.0,34265,2017,Second Owner,Petrol,MANUAL,Expired,13,43,264499
MahindraXUV500W6,90510,2013,First Owner,Diesel,MANUAL,25/05/2021,12,42,562700
MarutiZenEstilo,75010,2011,First Owner,Petrol,MANUAL,28/06/2021,14,42,169999
MarutiBalenoALPHA1.2,23424,2019,First Owner,Petrol,MANUAL,21/08/2022,8,49,772699
MarutiSwift,26591,2017,First Owner,Petrol,MANUAL,01/11/2021,14,48,667699
MarutiSwiftDzire,97757,2012,First Owner,Diesel,MANUAL,08/11/2021,7,43,331999
HyundaiElitei20SPORTZ(O),39327,2015,Second Owner,Petrol + CNG,MANUAL,29/01/2021,13,46,586199
MarutiAlto800,57434,2014,First Owner,Petrol,MANUAL,29/12/2021,5,43,231699
MarutiEeco5STRCNGWITHAC,44146,2018,First Owner,Petrol + CNG,MANUAL,Expired,8,46,349999
HyundaiGrandi10MAGNA1.2,12453,2017,First Owner,Petrol,MANUAL,Expired,6,47,450099
HyundaiTucsonNew2WDATGLS,76578,2016,First Owner,Diesel,AUTOMATIC,27/02/2021,10,43,1378399
HondaCitySMT,142543,2009,First Owner,Petrol,MANUAL,08/02/2021,14,42,340699
RenaultKwidCLIMBER1.0,6471,2017,First Owner,Petrol,KA51,Comp,7,48,392499
MarutiWagonR1.0,99248,2012,Second Owner,Petrol,MANUAL,19/05/2021,11,43,216441
MarutiAlto800,55484,2016,Second Owner,Petrol,MANUAL,15/04/2021,23,47,250799
MarutiAltoK10,45111,2014,First Owner,Petrol,MANUAL,30/07/2021,8,45,237999
HyundaiGrandi10MAGNA1.2,41357,2016,First Owner,Petrol,MANUAL,19/06/2021,18,45,447283
MarutiSwift,50674,2014,First Owner,Diesel,MANUAL,18/07/2021,6,45,495199
MahindraTUV300T8,26053,2015,Second Owner,Diesel,AUTOMATIC,15/01/2021,5,46,552399
HondaCity1.5EMT,73112,2009,Third Owner,Petrol,MH03,Comp,11,41,186699
HondaJazz1.2BASEI,117168,2010,First Owner,Petrol,MANUAL,20/09/2021,4,42,291268
MarutiZenEstilo,21726,2009,Second Owner,Petrol,MANUAL,13/11/2021,13,4,120399
HondaBrio1.2SMTI,133257,2013,First Owner,Petrol,MANUAL,31/01/2021,7,45,238499
MercedesBenzCClass220EDITION,25971,2014,Second Owner,Diesel,DL8C,Comp,7,48,1420537
MahindraXUV500W8,91966,2012,First Owner,Diesel,MANUAL,01/05/2021,10,42,443799
MarutiAlto800,34543,2016,First Owner,Petrol,MANUAL,17/02/2021,13,43,274099
Hyundaii10MAGNA1.2,22998,2013,First Owner,Petrol,MANUAL,04/07/2021,18,43,314699
Hyundaii10ERA1.1,36107,2011,First Owner,Petrol,MANUAL,26/02/2021,5,4,168299
HyundaiCreta1.6SXPLUS,58585,2015,First Owner,Petrol,MANUAL,19/10/2021,35,44,860499
HyundaiEonERAPLUS,19140,2017,First Owner,Petrol,MANUAL,25/08/2021,10,45,323399
ToyotaEtios,13134,2013,First Owner,Petrol,MANUAL,11/09/2021,11,42,332899
HyundaiElitei20ASTA1.2,16509,2018,First Owner,Petrol,MANUAL,11/11/2021,3,49,615399
MarutiVitaraBrezzaZDIPLUSDUAL,19465,2018,First Owner,Diesel,MANUAL,21/08/2021,8,49,931166
HondaCitySMT,102393,2011,First Owner,Petrol,MANUAL,Expired,8,42,312399
MarutiRitzVXIBS,100986,2011,Second Owner,Petrol,MANUAL,01/12/2021,4,42,292699
MarutiSwiftDzireVDIBS,13830,2013,First Owner,Diesel,MANUAL,Insurance Expired,14,47,453199
HondaCityZX,123714,2008,Second Owner,Petrol,MANUAL,25/02/2021,19,41,150099
MarutiEeco5STRCNGWITHAC,26407,2018,First Owner,Petrol + CNG,MANUAL,Expired,8,47,322599
MahindraXUV500W8,120123,2015,First Owner,Diesel,MANUAL,Zero_Dep,7,42,552999
HyundaiElitei20SPORTZ(O),33312,2015,First Owner,Petrol,MANUAL,17/02/2021,5,44,579299
MarutiAlto800,24738,2018,First Owner,Petrol,MANUAL,03/08/2021,11,48,289599
ToyotaCorollaAltis1.8,52624,2010,Second Owner,Petrol,MH02,Third_party,3,42,9
HyundaiGrandi10ASTA1.2KAPPA,50163,2016,First Owner,Petrol,MANUAL,20/04/2021,9,41,460199
HondaBrio1.2SMTI,65954,2012,First Owner,Petrol,MANUAL,16/09/2021,16,43,279299
MarutiWagonR1.0,60114,2010,Second Owner,Petrol,MANUAL,17/03/2021,13,4,305198
HondaAccord2.4ATI,65929,2008,First Owner,Petrol,AUTOMATIC,20/05/2021,10,42,255099
MarutiVitaraBrezza,23892,2018,First Owner,Diesel,MANUAL,21/11/2021,7,48,758699
MarutiAltoK10VXI,60866,2016,First Owner,Petrol,TS08,,8,43,338799
MarutiRitzVXIBS,54073,2014,Second Owner,Petrol,MANUAL,29/05/2021,12,41,397033
HyundaiSantroXing,58310,2011,First Owner,Petrol,MANUAL,02/07/2021,2,44,174899
MarutiAlto800,52018,2015,First Owner,Petrol,MANUAL,Expired,9,43,268887
HondaCity1.5EMT,60632,2009,First Owner,Petrol,DL4C,,8,41,248699
MarutiErtiga,93867,2012,Second Owner,Diesel,MANUAL,25/09/2021,14,4,565999
MarutiAltoK10,21618,2017,First Owner,Petrol,MANUAL,03/03/2021,7,48,338199
MarutiAltoK10,73444,2012,First Owner,Petrol,MANUAL,16/01/2021,6,44,188899
MarutiCelerioZXI,33933,2014,Second Owner,Petrol,MANUAL,Insurance Expired,8,46,307830
MarutiSwift,142412,2013,First Owner,Petrol + CNG,MANUAL,04/10/2021,4,43,313799
HondaJazz1.2BASEI,100385,2012,First Owner,Petrol,MANUAL,27/06/2021,18,39,301505
TataIndicaVistaVX,59345,2012,First Owner,Diesel,MANUAL,12/04/2021,10,39,335299
ToyotaInnovaCrysta2.4VX8,119373,2016,First Owner,Diesel,MANUAL,09/09/2021,15,45,1485599
HondaCitySMT,103378,2010,Second Owner,Petrol + CNG,MANUAL,Expired,36,41,249299
DatsunGo,42905,2015,First Owner,Petrol,MANUAL,08/11/2021,9,41,316399
HondaCitySMT,73933,2011,Third Owner,Petrol + CNG,MANUAL,24/06/2021,9,42,339899
ToyotaInnova2.5VX7STRBS,134217,2012,First Owner,Diesel,MANUAL,27/08/2021,6,44,601799
MarutiVitaraBrezzaZDI,39663,2017,First Owner,Diesel,MANUAL,08/03/2021,8,47,839199
HyundaiSantroXing,84985,2008,First Owner,Petrol + LPG,MANUAL,28/10/2021,6,4,178699
HyundaiElitei20MAGNA1.4,52659,2015,Second Owner,Diesel,MANUAL,27/12/2020,4,48,625199
MarutiAlto800,29390,2013,Second Owner,Petrol,MANUAL,22/02/2021,6,44,258937
RenaultDusterRXLDIESEL,77490,2013,Second Owner,Diesel,MANUAL,02/04/2021,3,42,348599
MarutiAltoK10,39854,2014,Second Owner,Petrol,MANUAL,09/02/2021,2,44,320099
HyundaiXcentSX1.1,89930,2015,First Owner,Diesel,MANUAL,Expired,10,45,331500
MarutiCelerio,68547,2015,First Owner,Petrol + CNG,MANUAL,05/08/2021,15,39,292199
MarutiAltoK10,15003,2015,First Owner,Petrol,MANUAL,03/06/2021,8,46,317699
MarutiSwift,8889,2015,First Owner,Petrol,MANUAL,26/02/2021,1,45,431499
MarutiAlto800,68344,2012,First Owner,Petrol,MANUAL,03/11/2021,13,43,225199
MarutiSwift,35855,2017,Second Owner,Petrol,MANUAL,22/07/2021,10,46,452799
MarutiCiazVDI+,77225,2016,First Owner,Diesel,MANUAL,10/06/2021,30,47,534199
MarutiVitaraBrezzaZDI,100205,2016,First Owner,Diesel,MANUAL,06/10/2021,18,45,738399
MarutiSwiftDzireVDIBS,97036,2015,First Owner,Diesel,MANUAL,Expired,16,37,578899
MarutiCelerioVXI,31307,2017,First Owner,Petrol,MANUAL,02/09/2021,2,47,424099
Hyundaii10SPORTZ,32009,2008,Second Owner,Petrol + LPG,MANUAL,Expired,5,44,168899
VolkswagenPoloTRENDLINE1.2L,92305,2011,First Owner,Diesel,MANUAL,12/08/2021,18,4,327099
HondaBrio1.2SMTI,30713,2013,First Owner,Petrol,MANUAL,19/07/2021,16,42,347699
HondaJazz1.2V,56894,2016,First Owner,Petrol,AUTOMATIC,12/04/2021,7,45,544599
HyundaiCreta1.6SX,144712,2016,First Owner,Diesel,RJ14,Zero_Dep,9,43,914699
MarutiSwiftDzireVXI1.2BS,37541,2014,First Owner,Petrol,MANUAL,04/02/2021,8,46,535199
MarutiAlto,111848,2010,Second Owner,Petrol + CNG,MANUAL,13/06/2021,8,4,165199
MarutiSwift,62206,2012,First Owner,Diesel,MANUAL,Comp,4,43,421699
ToyotaInnova2.5VX7STRBS,122507,2014,First Owner,Diesel,MANUAL,19/07/2021,11,45,789899
MarutiWagonR1.0LXI,112297,2011,First Owner,Petrol + CNG,MANUAL,20/12/2021,7,43,223499
MarutiAltoK10K10VXI,8265,2016,First Owner,Petrol,HR26,Zero_Dep,7,47,412599
MarutiSwiftDzireZXI,133226,2008,Second Owner,Petrol + CNG,MANUAL,12/09/2021,11,4,133599
MarutiSwift,41140,2014,First Owner,Petrol,MANUAL,07/12/2021,2,41,404699
MarutiWagonR1.0,23358,2013,First Owner,Petrol,MANUAL,12/03/2021,8,43,308899
ToyotaCorollaAltisD4D,17758,2014,First Owner,Diesel,MANUAL,Expired,22,48,965599
MarutiWagonR1.0LXI,61323,2012,Second Owner,Petrol + CNG,MANUAL,27/08/2021,12,43,228399
ToyotaEtiosLivaD4D,197019,2012,First Owner,Diesel,MANUAL,10/07/2021,22,43,316699
MarutiWagonR1.0LXI,22982,2018,First Owner,Petrol + CNG,MANUAL,04/11/2021,11,46,399495
HyundaiVernaFLUIDIC1.6SXCRDI,84530,2012,First Owner,Diesel,MANUAL,17/04/2021,7,45,421699
HyundaiEonERA,20310,2015,First Owner,Petrol,MANUAL,20/10/2021,6,42,303399
MarutiAlto800,68939,2014,Second Owner,Petrol,MANUAL,30/07/2021,7,4,222899
MarutiSwift,50484,2011,First Owner,Petrol,MANUAL,27/06/2021,18,43,306352
HyundaiVernaFLUIDIC1.6EX,25443,2013,First Owner,Petrol,MANUAL,09/01/2021,3,44,423899
MarutiAltoK10VXI(O),4397,2018,First Owner,Petrol,DL5C,Zero_Dep,5,49,379299
HondaCitySMT,32298,2008,First Owner,Petrol,MANUAL,18/01/2021,5,41,267099
HyundaiCreta1.6SXPLUSAUTO,16189,2018,First Owner,Petrol,AUTOMATIC,16/05/2021,12,49,7
TataTiagoXZ1.2,14882,2018,First Owner,Petrol,MANUAL,28/08/2021,10,49,516399
MarutiRitzVXIBS,44714,2012,First Owner,Petrol,MANUAL,10/11/2021,30,43,305225
MarutiVitaraBrezza,83813,2016,First Owner,Diesel,MANUAL,02/05/2021,2,44,668499
Hyundaii10SPORTZ1.2,71697,2011,Second Owner,Petrol,MANUAL,Expired,8,39,244399
Hyundaii10SPORTZ1.2,95298,2012,First Owner,Petrol,MANUAL,24/11/2020,10,43,200299
ToyotaEtios,156503,2012,Second Owner,Diesel,MANUAL,03/07/2021,5,41,294840
MarutiSwiftDzireVXI1.2BS,66584,2015,First Owner,Petrol,MANUAL,17/11/2020,9,45,478399
HyundaiVernaFLUIDIC1.6SXVTVTOPT,71879,2013,Second Owner,Petrol,AUTOMATIC,01/09/2021,14,43,444499
VolkswagenPoloHIGHLINE1.2L,38905,2013,First Owner,Petrol,MANUAL,15/06/2021,3,42,376214
Hyundaii20MAGNAO,29122,2013,First Owner,Petrol,MANUAL,07/01/2021,3,42,376799
MarutiAltoK10,5064,2017,First Owner,Petrol,MANUAL,03/04/2021,16,49,349199
MarutiSwift,72692,2013,Second Owner,Petrol,MANUAL,09/09/2021,5,41,293619
MarutiCelerio,23737,2014,Second Owner,Petrol,MANUAL,13/09/2021,8,41,336099
DatsunRediGoT,37538,2016,First Owner,Petrol,MANUAL,27/10/2021,5,45,195399
MarutiSwiftVXI,36385,2016,First Owner,Petrol,MANUAL,12/09/2021,6,44,565599
HondaCitySMT,134918,2009,First Owner,Petrol,MANUAL,07/10/2021,8,38,232799
ToyotaCorollaAltisVL,150651,2008,Second Owner,Petrol + CNG,AUTOMATIC,Expired,8,42,210899
MarutiRitz,67560,2010,Second Owner,Petrol,MANUAL,Expired,9,41,335999
MarutiErtiga,167408,2013,First Owner,Diesel,MANUAL,16/05/2021,1,42,481499
MarutiWagonR1.0VXI,22900,2015,First Owner,Petrol,AUTOMATIC,27/12/2021,10,47,399899
MarutiRitz,53689,2010,First Owner,Petrol,MANUAL,21/03/2021,19,43,10
MarutiSwiftDzireVXI,32732,2014,First Owner,Petrol,AUTOMATIC,29/07/2021,21,43,465999
MarutiZenEstilo,43357,2012,First Owner,Petrol,MANUAL,26/12/2021,9,43,177409
